DE;CODDIST;DISTR;CATEG;TIPOESC;CODESCMEC;NOMESC;;ENDESC;NUMESC;COMPLEND;BAIESC;CODCEP;COMPCEP;CEP;CAIXAPOSTA;CEPPOSTAL;DDD;FONE1;FONE1;FONE2;FONE2;FAX;EMAIL;FAX;email;SETOR
LESTE 3;47;JOSE BONIFACIO;1;08;35044337;FADLO HAIDAR;Fadlo Haidar;R MURMURIOS DA TARDE;200;;CONJUNTO RESIDENCIAL JOSE BONIFACIO;08253;580;08253-580;;;011;25210110;+55 11 2521-0110;25215578;+55 11 2521-5578;25210110;E044337A@EDUCACAO.SP.GOV.BR;+55 11 2521-0110;e044337a@educacao.sp.gov.br;01
CENTRO OESTE;02;ALTO DE PINHEIROS;1;08;35003657;EMILIANO AUGUSTO CAVALCANTI DE ALBUQUERQUE E MELO;Emiliano Augusto Cavalcanti De Albuquerque E Melo;AVENIDA DIOGENES RIBEIRO DE LIMA;2001;;ALTO DE PINHEIROS;05458;001;05458-001;;;011;30225387;+55 11 3022-5387;30217553;+55 11 3021-7553;30225387;E003657A@EDUCACAO.SP.GOV.BR;+55 11 3022-5387;e003657a@educacao.sp.gov.br;01
CENTRO OESTE;48;LAPA;1;08;35003402;PEREIRA BARRETO;Pereira Barreto;RUA NOSSA SENHORA DA LAPA;615;;LAPA;05072;000;05072-000;;;011;36419261;+55 11 3641-9261;;;38343804;E003402A@EDUCACAO.SP.GOV.BR;+55 11 3834-3804;e003402a@educacao.sp.gov.br;03
CENTRO OESTE;48;LAPA;1;08;35003463;REINALDO RIBEIRO DA SILVA DOUTOR;Reinaldo Ribeiro Da Silva Doutor;AVENIDA EMBAIXADOR MACEDO SOARES;10935;;VILA ANASTACIO;05095;035;05095-035;;;011;38312800;+55 11 3831-2800;38327793;+55 11 3832-7793;;E003463A@EDUCACAO.SP.GOV.BR;;e003463a@educacao.sp.gov.br;02
CENTRO OESTE;65;RAPOSO TAVARES;1;08;35901738;LUIZ CINTRA DO PRADO PROFESSOR;Luiz Cintra Do Prado Professor;RUA ARTUR FERREIRA DE ABREU;321;;JARDIM GUARAU;05547;150;05547-150;;;011;37826739;+55 11 3782-6739;37819235;+55 11 3781-9235;37826739;E901738A@EDUCACAO.SP.GOV.BR;+55 11 3782-6739;e901738a@educacao.sp.gov.br;06
CENTRO OESTE;77;SAUDE;1;08;35004145;ALBERTO LEVY PROFESSOR;Alberto Levy Professor;AVENIDA INDIANOPOLIS;1570;;INDIANOPOLIS;04062;001;04062-001;;;011;55945095;+55 11 5594-5095;22754118;+55 11 2275-4118;;E004145A@EDUCACAO.SP.GOV.BR;;e004145a@educacao.sp.gov.br;02
CENTRO OESTE;77;SAUDE;1;08;35004716;ERICO DE ABREU SODRE;Erico De Abreu Sodre;RUA PROFESSORA LUDOVINA CREDIDIO PEIXOTO;98;;CHACARA INGLESA;04139;070;04139-070;;;011;25781507;+55 11 2578-1507;55944610;+55 11 5594-4610;25781507;E004716A@EDUCACAO.SP.GOV.BR;+55 11 2578-1507;e004716a@educacao.sp.gov.br;03
CENTRO OESTE;88;VILA LEOPOLDINA;1;08;35003542;JOSE MONTEIRO BOANOVA PROFESSOR;Jose Monteiro Boanova Professor;RUA DALTON;10;;ALTO DA LAPA;05086;030;05086-030;;;011;38369675;+55 11 3836-9675;38327257;+55 11 3832-7257;;E003542A@EDUCACAO.SP.GOV.BR;;e003542a@educacao.sp.gov.br;02
CENTRO OESTE;88;VILA LEOPOLDINA;2;15;35457759;CENTRO DE DETENCAO PROVISORIA II PINHEIROS;Centro De Detencao Provisoria Ii Pinheiros;AV DAS NACOES UNIDAS;1501;;VILA LEOPOLDINA;05310;000;05310-000;;;011;36450113;+55 11 3645-0113;;;36367586;;+55 11 3636-7586;;01
SUL 2;19;CAPAO REDONDO;1;08;35004996;DAVINA AGUIAR DIAS PROFESSORA;Davina Aguiar Dias Professora;R FRANCISCO DE ABREU;SN;;JARDIM IMBE;05863;100;05863-100;;;011;58925666;+55 11 5892-5666;;;55140343;E004996A@EDUCACAO.SP.GOV.BR;+55 11 5514-0343;e004996a@educacao.sp.gov.br;04
SUL 2;19;CAPAO REDONDO;1;08;35005010;LEOPOLDO SANTANA PROFESSOR;Leopoldo Santana Professor;RUA MANOEL DUARTE OLIVEIRA;151;;CAPAO REDONDO;05859;100;05859-100;;;011;55111501;+55 11 5511-1501;55120670;+55 11 5512-0670;55120670;E005010A@EDUCACAO.SP.GOV.BR;+55 11 5512-0670;e005010a@educacao.sp.gov.br;03
SUL 2;19;CAPAO REDONDO;1;08;35037624;CAFE FILHO PRESIDENTE;Cafe Filho Presidente;R GASTAO RAUL DE FORTON BOUSQUET;401;;JARDIM IPE;05797;000;05797-000;;;011;58250146;+55 11 5825-0146;;;58256702;E037624A@EDUCACAO.SP.GOV.BR;+55 11 5825-6702;e037624a@educacao.sp.gov.br;02
SUL 2;19;CAPAO REDONDO;1;08;35902512;MIGUEL MUNHOZ FILHO;Miguel Munhoz Filho;AV AGOSTINHO RUBIN;301;;JARDIM CAMPO DE FORA;05848;000;05848-000;;;011;55121637;+55 11 5512-1637;;;55110224;E902512A@EDUCACAO.SP.GOV.BR;+55 11 5511-0224;e902512a@educacao.sp.gov.br;03
SUL 2;19;CAPAO REDONDO;1;08;35906554;SANTA ROSA DE LIMA;Santa Rosa De Lima;R NAINPUR;80;;JARDIM VALE DAS VIRTUDES;05796;150;05796-150;;;011;58257093;+55 11 5825-7093;;;58258388;E906554A@EDUCACAO.SP.GOV.BR;+55 11 5825-8388;e906554a@educacao.sp.gov.br;02
CENTRO SUL;93;VILA PRUDENTE;1;08;35001879;JOAO FIRMINO DE CAMPOS;Joao Firmino De Campos;RUA VISCONDE DE ALCANTARA;350;;VILA ALPINA;03205;060;03205-060;;;011;;;29127911;+55 11 2912-7911;29171999;E001879A@EDUCACAO.SP.GOV.BR;+55 11 2917-1999;e001879a@educacao.sp.gov.br;02
CENTRO SUL;93;VILA PRUDENTE;1;08;35036985;OSWALDO GUERNER GONZALEZ PROFESSOR;Oswaldo Guerner Gonzalez Professor;RUA CARUSO;314;;VILA ALPINA;03211;060;03211-060;;;011;29172622;+55 11 2917-2622;29127916;+55 11 2912-7916;;E036985A@EDUCACAO.SP.GOV.BR;;e036985a@educacao.sp.gov.br;02
SUL 1;17;CAMPO LIMPO;1;08;35005204;KENNEDY PRESIDENTE;Kennedy Presidente;R FRANCISCO PEIXOTO;54;;VILA PIRAJUSSARA;05786;110;05786-110;;;011;58414220;+55 11 5841-4220;58449248;+55 11 5844-9248;58449248;E005204A@EDUCACAO.SP.GOV.BR;+55 11 5844-9248;e005204a@educacao.sp.gov.br;05
SUL 1;17;CAMPO LIMPO;1;08;35478416;JARDIM CAMPO LIMPO O;Jardim Campo Limpo O;R CARAIVA;253;;JARDIM OLINDA;05766;270;05766-270;;;011;58421938;+55 11 5842-1938;;;;E478416A@EDUCACAO.SP.GOV.BR;;e478416a@educacao.sp.gov.br;02
SUL 1;22;CIDADE ADEMAR;1;08;35044374;JOAO ERNESTO FAGGIN DOUTOR;Joao Ernesto Faggin Doutor;AV FULFARO;141;;VILA CLARA;04414;200;04414-200;;;011;56211912;+55 11 5621-1912;;;56239909;E044374A@EDUCACAO.SP.GOV.BR;+55 11 5623-9909;e044374a@educacao.sp.gov.br;06
SUL 1;22;CIDADE ADEMAR;1;08;35923503;DOGIVAL BARROS GOMES PROFESSOR;Dogival Barros Gomes Professor;R ELISIO MENDES GAIA;101;;JARDIM SAO CARLOS (ZONA SUL);04433;220;04433-220;;;011;56219644;+55 11 5621-9644;56247138;+55 11 5624-7138;56219644;E923503A@EDUCACAO.SP.GOV.BR;+55 11 5621-9644;e923503a@educacao.sp.gov.br;04
SUL 1;38;JABAQUARA;1;08;35004534;REDUCINO DE OLIVEIRA LARA PROFESSOR;Reducino De Oliveira Lara Professor;R CONTOS GAUCHESCOS;322;;VILA SANTA CATARINA;04369;000;04369-000;;;011;55624327;+55 11 5562-4327;;;55772008;E004534A@EDUCACAO.SP.GOV.BR;+55 11 5577-2008;e004534a@educacao.sp.gov.br;01
SUL 1;38;JABAQUARA;1;08;35004698;ANGELO MENDES DE ALMEIDA DOUTOR;Angelo Mendes De Almeida Doutor;R APACE;SN;;JARDIM ORIENTAL;04347;110;04347-110;;;011;50114899;+55 11 5011-4899;50112796;+55 11 5011-2796;50112796;E004698A@EDUCACAO.SP.GOV.BR;+55 11 5011-2796;e004698a@educacao.sp.gov.br;02
SUL 1;58;PEDREIRA;1;08;35041048;MANOEL TABACOW HIDAL PROFESSOR;Manoel Tabacow Hidal Professor;R MANUEL DE MACEDO;247;;PEDREIRA;04459;290;04459-290;;;011;56117364;+55 11 5611-7364;56140144;+55 11 5614-0144;56117364;E041048A@EDUCACAO.SP.GOV.BR;+55 11 5611-7364;e041048a@educacao.sp.gov.br;01
SUL 1;58;PEDREIRA;1;08;35914824;PASQUALE FILIPPELLI PADRE;Pasquale Filippelli Padre;R PAULINO ALVES ESCUDEIRO;240;;GUACURI;04475;350;04475-350;;;011;56740926;+55 11 5674-0926;55605252;+55 11 5560-5252;56740926;E914824A@EDUCACAO.SP.GOV.BR;+55 11 5674-0926;e914824a@educacao.sp.gov.br;03
SUL 1;58;PEDREIRA;1;08;35923497;EMANOEL ALVES DE ARAUJO ARTISTA PLASTICO;Emanoel Alves De Araujo Artista Plastico;R PAULINO ALVES ESCUDEIRO;290;;GUACURI;04475;350;04475-350;;;011;56740318;+55 11 5674-0318;55605253;+55 11 5560-5253;56740318;E923497A@EDUCACAO.SP.GOV.BR;+55 11 5674-0318;e923497a@educacao.sp.gov.br;03
SUL 1;83;VILA ANDRADE;1;08;35904338;MARY MORAES;Mary Moraes;AVENIDA MARECHAL JUAREZ TAVORA;257;;SUPER QUADRA MORUMBI;05750;000;05750-000;;;011;37430190;+55 11 3743-0190;;;37737834;E904338A@EDUCACAO.SP.GOV.BR;+55 11 3773-7834;e904338a@educacao.sp.gov.br;01
SUL 3;23;CIDADE DUTRA;1;08;35005277;BEATRIZ LOPES PROFA;Beatriz Lopes Profa;RUA GUARUVA;384;;CIDADE DUTRA;04807;030;04807-030;;;011;56661440;+55 11 5666-1440;56661804;+55 11 5666-1804;;E005277A@EDUCACAO.SP.GOV.BR;;e005277a@educacao.sp.gov.br;02
SUL 3;23;CIDADE DUTRA;1;08;35038271;CALLIA MAESTRO;Callia Maestro;RUA JOSE RUFINO DA SILVA;249;;JARDIM LALLO;04812;240;04812-240;;;011;56612699;+55 11 5661-2699;56611737;+55 11 5661-1737;;E038271A@EDUCACAO.SP.GOV.BR;;e038271a@educacao.sp.gov.br;04
SUL 3;23;CIDADE DUTRA;1;08;35044428;AURELIO CAMPOS DEPUTADO;Aurelio Campos Deputado;R OLIMPIO DE OLIVEIRA CHALEGRE;137;;VILA DA PAZ;04777;040;04777-040;;;011;56669830;+55 11 5666-9830;56666579;+55 11 5666-6579;56669830;E044428A@EDUCACAO.SP.GOV.BR;+55 11 5666-9830;e044428a@educacao.sp.gov.br;01
SUL 3;30;GRAJAU;1;06;35458351;CEL JTO A EE ESTHER GARCIA PROFA;Cel Jto A Ee Esther Garcia Profa;ANTONIO CARLOS B. DOS SANTOS;858;;JARDIM MYRNA;04856;070;04856-070;;;011;59284836;+55 11 5928-4836;59723243;+55 11 5972-3243;;E046361A@EDUCACAO.SP.GOV.BR;;e046361a@educacao.sp.gov.br;03
SUL 3;30;GRAJAU;1;08;35038261;ADRIAO BERNARDES PROF;Adriao Bernardes Prof;EST ITAQUAQUECETUBA;9953;;JARDIM SANTA TEREZA;04872;060;04872-060;;;011;59742042;+55 11 5974-2042;59742092;+55 11 5974-2092;;E038261A@EDUCACAO.SP.GOV.BR;;e038261a@educacao.sp.gov.br;18
SUL 3;30;GRAJAU;1;08;35044416;SAVERIO FITTIPALDI;Saverio Fittipaldi;R RUFINO ZADO;SN;;JARDIM NORONHA;04853;070;04853-070;;;011;55281837;+55 11 5528-1837;59762086;+55 11 5976-2086;55281837;E044416A@EDUCACAO.SP.GOV.BR;+55 11 5528-1837;e044416a@educacao.sp.gov.br;06
SUL 3;30;GRAJAU;1;08;35050386;LEONEL BRIZOLA;Leonel Brizola;RUA MARIA PAPE;30;;JARDIM LUCELIA;04852;218;04852-218;;;011;59330705;+55 11 5933-0705;;;59330011;E050386A@EDUCACAO.SP.GOV.BR;+55 11 5933-0011;e050386a@educacao.sp.gov.br;08
SUL 3;30;GRAJAU;1;08;35461143;JARDIM SABIA II;Jardim Sabia Ii;AV PAULO GUILGUER REIMBERG;3680;;JARDIM NOVO HORIZONTE;04856;200;04856-200;;;011;55270247;+55 11 5527-0247;55269002;+55 11 5526-9002;;E461143A@EDUCACAO.SP.GOV.BR;;e461143a@educacao.sp.gov.br;15
SUL 3;30;GRAJAU;1;08;35917503;MARLENE ADUA FORTUNATO PROFESSORA;Marlene Adua Fortunato Professora;R GAIVOTAS DO CEU;53;;CHACARA DO SOL;04857;725;04857-725;;;011;55286155;+55 11 5528-6155;55280190;+55 11 5528-0190;;E917503A@EDUCACAO.SP.GOV.BR;;e917503a@educacao.sp.gov.br;15
SUL 3;30;GRAJAU;1;08;35924507;JOAO DA SILVA;Joao Da Silva;R RUFINO ZADO;SN;;JARDIM NORONHA;04853;070;04853-070;;;011;55284848;+55 11 5528-4848;;;55285727;E924507A@EDUCACAO.SP.GOV.BR;+55 11 5528-5727;e924507a@educacao.sp.gov.br;08
SUL 3;55;PARELHEIROS;1;08;35039172;ANA LUIZA FLORENCE BORGES PROFA;Ana Luiza Florence Borges Profa;R JOSE PAULO CANDIDO;25;;JARDIM SILVEIRA;04892;010;04892-010;;;011;59203931;+55 11 5920-3931;59208208;+55 11 5920-8208;;E039172A@EDUCACAO.SP.GOV.BR;;e039172a@educacao.sp.gov.br;09
SUL 2;43;JARDIM ANGELA;1;08;35035609;HUMBERTO ALFREDO PUCCA PROFESSOR;Humberto Alfredo Pucca Professor;R DA MANDIRA;120;;JARDIM FRATERNIDADE;05870;150;05870-150;;;011;58709591;+55 11 5870-9591;;;58722200;E035609A@EDUCACAO.SP.GOV.BR;+55 11 5872-2200;e035609a@educacao.sp.gov.br;02
SUL 2;43;JARDIM ANGELA;1;08;35036705;HONORIO MONTEIRO DOUTOR;Honorio Monteiro Doutor;TV MAGONDI;80;;CHACARA SONHO AZUL;04961;150;04961-150;;;011;55171392;+55 11 5517-1392;;;55170187;E036705A@EDUCACAO.SP.GOV.BR;+55 11 5517-0187;e036705a@educacao.sp.gov.br;08
SUL 2;43;JARDIM ANGELA;1;08;35037400;OSWALD DE ANDRADE;Oswald De Andrade;R JOSE CARLOS DOS SANTOS MARQUES;300;;JARDIM HERCULANO;04920;010;04920-010;;;011;58311931;+55 11 5831-1931;;;58330001;E037400A@EDUCACAO.SP.GOV.BR;+55 11 5833-0001;e037400a@educacao.sp.gov.br;04
SUL 2;46;JARDIM SAO LUIS;1;08;35004911;RENATO BRAGA PROFESSOR;Renato Braga Professor;RUA ARTHUR BLISS;465;;JARDIM CASA BLANCA;05842;020;05842-020;5842020;05842020;011;55113584;+55 11 5511-3584;;;55121205;E004911A@EDUCACAO.SP.GOV.BR;+55 11 5512-1205;e004911a@educacao.sp.gov.br;01
SUL 2;46;JARDIM SAO LUIS;1;08;35039408;ELYO FERREIRA DE CASTRO PROFESSOR;Elyo Ferreira De Castro Professor;R BACIO DE FILICAIA;147;;JARDIM FIGUEIRA GRANDE;04914;060;04914-060;;;011;55146588;+55 11 5514-6588;;;55150021;E039408A@EDUCACAO.SP.GOV.BR;+55 11 5515-0021;e039408a@educacao.sp.gov.br;04
SUL 2;46;JARDIM SAO LUIS;1;08;35121484;WANDER TAFFO MUSICO;Wander Taffo Musico;R MANGUALDE;427;;PARQUE SANTO ANTONIO;05851;260;05851-260;;;011;58148400;+55 11 5814-8400;58148369;+55 11 5814-8369;;E121484A@EDUCACAO.SP.GOV.BR;;e121484a@educacao.sp.gov.br;03
CENTRO SUL;27;CURSINO;1;08;35004741;JULIO RIBEIRO;Julio Ribeiro;RUA DOUTOR NESTOR ALBERTO DE MACEDO;117;;VILA MORAES;04154;020;04154-020;;;011;50580009;+55 11 5058-0009;;;50580009;E004741A@EDUCACAO.SP.GOV.BR;+55 11 5058-0009;e004741a@educacao.sp.gov.br;03
CENTRO SUL;27;CURSINO;1;08;35004820;JOSE VICENTE DE AZEVEDO CONDE;Jose Vicente De Azevedo Conde;R GUARAREMA;365;;BOSQUE DA SAUDE;04136;030;04136-030;;;011;25785610;+55 11 2578-5610;50723795;+55 11 5072-3795;25785610;E004820A@EDUCACAO.SP.GOV.BR;+55 11 2578-5610;e004820a@educacao.sp.gov.br;01
CENTRO SUL;34;IPIRANGA;1;08;35004315;JULIO DE MESQUITA FILHO;Julio De Mesquita Filho;RUA AGOSTINHO GOMES;601;;IPIRANGA;04206;000;04206-000;;;011;22732521;+55 11 2273-2521;;;22743677;E004315A@EDUCACAO.SP.GOV.BR;+55 11 2274-3677;e004315a@educacao.sp.gov.br;02
CENTRO SUL;34;IPIRANGA;1;08;35004388;SEMINARIO NOSSA SENHORA DA GLORIA;Seminario Nossa Senhora Da Gloria;RUA MOREIRA DE GODOI;399;;IPIRANGA;04266;060;04266-060;;;011;20632139;+55 11 2063-2139;22739672;+55 11 2273-9672;;E004388A@EDUCACAO.SP.GOV.BR;;e004388a@educacao.sp.gov.br;02
CENTRO SUL;34;IPIRANGA;1;08;35004406;MILDRE ALVARES BIAGGI PROFESSORA;Mildre Alvares Biaggi Professora;RUA MONT'ALVERNE;91;;VILA SAO JOSE;04265;060;04265-060;;;011;22156422;+55 11 2215-6422;22740077;+55 11 2274-0077;22156422;E004406A@EDUCACAO.SP.GOV.BR;+55 11 2215-6422;e004406a@educacao.sp.gov.br;03
CENTRO SUL;53;MOOCA;1;08;35001512;ARMANDO ARAUJO;Armando Araujo;R JUVENAL PARADA;264;;MOOCA;03167;060;03167-060;;;011;26055208;+55 11 2605-5208;26054820;+55 11 2605-4820;;E001512A@EDUCACAO.SP.GOV.BR;;e001512a@educacao.sp.gov.br;02
CENTRO SUL;68;SACOMA;1;08;35004273;DEMOSTHENES MARQUES PROFESSOR;Demosthenes Marques Professor;RUA  ALENCAR ARARIPE;611;;SACOMA;04253;000;04253-000;;;011;22729855;+55 11 2272-9855;;;22729855;E004273A@EDUCACAO.SP.GOV.BR;+55 11 2272-9855;e004273a@educacao.sp.gov.br;01
CENTRO SUL;68;SACOMA;1;08;35038167;JOSE MARIA WHITAKER DOUTOR;Jose Maria Whitaker Doutor;R PADRE ARNALDO DANTE;250;;JARDIM SANTA CRUZ  ZONA SUL;04182;070;04182-070;;;011;23358057;+55 11 2335-8057;23352319;+55 11 2335-2319;23358057;E038167A@EDUCACAO.SP.GOV.BR;+55 11 2335-8057;e038167a@educacao.sp.gov.br;03
CENTRO SUL;90;VILA MARIANA;1;08;35004856;PEDRO VOSS PROFESSOR;Pedro Voss Professor;RUA JOSE DE MAGALHAES;477;;VILA CLEMENTINO;04026;090;04026-090;;;011;55730187;+55 11 5573-0187;;;55730187;E004856A@EDUCACAO.SP.GOV.BR;+55 11 5573-0187;e004856a@educacao.sp.gov.br;03
SUL 1;17;CAMPO LIMPO;1;08;35037461;MESSIAS FREIRE PROFESSOR;Messias Freire Professor;R IBI;18;;JARDIM LEONIDAS MOREIRA;05792;070;05792-070;;;011;58413950;+55 11 5841-3950;58449249;+55 11 5844-9249;58413950;E037461A@EDUCACAO.SP.GOV.BR;+55 11 5841-3950;e037461a@educacao.sp.gov.br;05
SUL 1;22;CIDADE ADEMAR;1;08;35004868;LEONOR QUADROS;Leonor Quadros;R BALTAZAR GOMES DE ALARCAO;SN;;JARDIM MIRIAM;04417;270;04417-270;;;011;56218072;+55 11 5621-8072;56239888;+55 11 5623-9888;56218072;E004868A@EDUCACAO.SP.GOV.BR;+55 11 5621-8072;e004868a@educacao.sp.gov.br;06
SUL 1;22;CIDADE ADEMAR;1;08;35004881;EDMEA ATTAB PROFESSORA;Edmea Attab Professora;R OLIVERIO GIRONDO;127;;VILA CLARA;04414;170;04414-170;;;011;56211639;+55 11 5621-1639;56239900;+55 11 5623-9900;56211639;E004881A@EDUCACAO.SP.GOV.BR;+55 11 5621-1639;e004881a@educacao.sp.gov.br;06
SUL 1;17;CAMPO LIMPO;1;08;35005095;HUGO LACORTE VITALE DEPUTADO;Hugo Lacorte Vitale Deputado;R CANTANHEDE;190;;PIRAJUSSARA;05790;150;05790-150;;;011;58423329;+55 11 5842-3329;58449245;+55 11 5844-9245;58423329;E005095A@EDUCACAO.SP.GOV.BR;+55 11 5842-3329;e005095a@educacao.sp.gov.br;06
SUL 1;17;CAMPO LIMPO;1;08;35040997;CLOVIS DE OLIVEIRA PROFESSOR DOUTOR;Clovis De Oliveira Professor Doutor;R LIRA CEARENSE;869;;JARDIM SANTA EFIGENIA;05763;450;05763-450;;;011;55110112;+55 11 5511-0112;55108781;+55 11 5510-8781;55110112;E040997A@EDUCACAO.SP.GOV.BR;+55 11 5511-0112;e040997a@educacao.sp.gov.br;04
SUL 1;17;CAMPO LIMPO;1;08;35041750;DUGLAS TEIXEIRA MONTEIRO PROFESSOR;Duglas Teixeira Monteiro Professor;AVENIDA PROFESSOR OSCAR CAMPIGLIA;529;;PARQUE IPE;05762;230;05762-230;;;011;55111170;+55 11 5511-1170;55101588;+55 11 5510-1588;55111170;E041750A@EDUCACAO.SP.GOV.BR;+55 11 5511-1170;e041750a@educacao.sp.gov.br;04
SUL 1;22;CIDADE ADEMAR;1;08;35005046;JOSE NASCIMENTO PROFESSOR;Jose Nascimento Professor;R LUISA;48;;CIDADE JULIA;04424;030;04424-030;;;011;56215795;+55 11 5621-5795;56211136;+55 11 5621-1136;56215795;E005046A@EDUCACAO.SP.GOV.BR;+55 11 5621-5795;e005046a@educacao.sp.gov.br;05
SUL 1;22;CIDADE ADEMAR;1;08;35901763;JOSE HERMENEGILDO LEONI PROFESSOR;Jose Hermenegildo Leoni Professor;R DOMENICO DE PALMA;451;;CUPECE;04652;234;04652-234;;;011;55621169;+55 11 5562-1169;56787141;+55 11 5678-7141;55621169;E901763A@EDUCACAO.SP.GOV.BR;+55 11 5562-1169;e901763a@educacao.sp.gov.br;02
SUL 1;38;JABAQUARA;1;08;35004558;DANDOLO FREDIANI PROFESSOR;Dandolo Frediani Professor;AVENIDA SANTA CATARINA;1025;;VILA MASCOTE;04378;300;04378-300;;;011;50314179;+55 11 5031-4179;50340013;+55 11 5034-0013;50314179;E004558A@EDUCACAO.SP.GOV.BR;+55 11 5031-4179;e004558a@educacao.sp.gov.br;01
SUL 1;38;JABAQUARA;1;08;35038180;ARTHUR WOLFF NETTO PROFESSOR;Arthur Wolff Netto Professor;R AZOR SILVA;153;;VILA FACHINI;04326;010;04326-010;;;011;55882699;+55 11 5588-2699;50213975;+55 11 5021-3975;55882699;E038180A@EDUCACAO.SP.GOV.BR;+55 11 5588-2699;e038180a@educacao.sp.gov.br;06
SUL 1;38;JABAQUARA;1;08;35038209;MIGUEL ROQUE PROFESSOR;Miguel Roque Professor;R DOMICIANO LEITE RIBEIRO;455;;VILA GUARANI (Z SUL);04317;000;04317-000;;;011;50113071;+55 11 5011-3071;50112311;+55 11 5011-2311;50113071;E038209A@EDUCACAO.SP.GOV.BR;+55 11 5011-3071;e038209a@educacao.sp.gov.br;03
SUL 1;58;PEDREIRA;1;08;35004959;LUIZA MARCELINA BRANCA CHAIB;Luiza Marcelina Branca Chaib;ESTRADA DO ALVARENGA;5110;;SETE PRAIAS;04476;050;04476-050;;;011;56740805;+55 11 5674-0805;;;56743034;E004959A@EDUCACAO.SP.GOV.BR;+55 11 5674-3034;e004959a@educacao.sp.gov.br;04
SUL 1;58;PEDREIRA;1;08;35039305;JOAO ERNESTO DE SOUZA CAMPOS PROFESSOR;Joao Ernesto De Souza Campos Professor;RUA MONSENHOR JOSE MARINONI;22;;VILA MISSIONARIA;04430;350;04430-350;;;011;56119429;+55 11 5611-9429;56141398;+55 11 5614-1398;56119429;E039305A@EDUCACAO.SP.GOV.BR;+55 11 5611-9429;e039305a@educacao.sp.gov.br;02
SUL 1;71;SANTO AMARO;1;08;35005228;SABOIA DE MEDEIROS PADRE EE;Saboia De Medeiros Padre Ee;R AMERICO BRASILIENSE;1297;;CHACARA SANTO ANTONIO (ZONA SUL);04715;002;04715-002;;;011;51815800;+55 11 5181-5800;51810132;+55 11 5181-0132;51815800;E005228A@EDUCACAO.SP.GOV.BR;+55 11 5181-5800;e005228a@educacao.sp.gov.br;03
SUL 1;83;VILA ANDRADE;1;08;35046334;LUIS GONZAGA TRAVASSOS DA ROSA;Luis Gonzaga Travassos Da Rosa;R AFONSO VIDAL;600;;JARDIM SANTO ANTONIO;05723;330;05723-330;;;011;37466641;+55 11 3746-6641;37739734;+55 11 3773-9734;;E046334A@EDUCACAO.SP.GOV.BR;;e046334a@educacao.sp.gov.br;02
SUL 1;83;VILA ANDRADE;1;08;35296740;MIGUEL ARRAES GOVERNADOR;Miguel Arraes Governador;R HERBERT SPENCER;SN;;PARAISOPOLIS;05663;010;05663-010;;;011;37394974;+55 11 3739-4974;37422303;+55 11 3742-2303;;E296740A@EDUCACAO.SP.GOV.BR;;e296740a@educacao.sp.gov.br;02
SUL 3;23;CIDADE DUTRA;1;08;35041609;SANTO DIAS DA SILVA;Santo Dias Da Silva;RUA ALFREDO CORTES;32;;JARDIM MARINGA;04814;070;04814-070;;;011;56610943;+55 11 5661-0943;;;56611988;E041609A@EDUCACAO.SP.GOV.BR;+55 11 5661-1988;e041609a@educacao.sp.gov.br;04
SUL 3;30;GRAJAU;1;08;35046059;ARGEO PINTO DIAS ENG;Argeo Pinto Dias Eng;R FALCAO PEREGRINO;22;;JARDIM MARILDA;04857;350;04857-350;;;011;55265534;+55 11 5526-5534;;;55265534;E046059A@EDUCACAO.SP.GOV.BR;+55 11 5526-5534;e046059a@educacao.sp.gov.br;01
SUL 3;30;GRAJAU;1;08;35472505;ILDA VIEIRA VILELA;Ilda Vieira Vilela;EST CANAL DE COCAIA;SN;;PARQUE RESIDENCIAL COCAIA;04849;032;04849-032;;;011;55280767;+55 11 5528-0767;59313172;+55 11 5931-3172;;E472505A@EDUCACAO.SP.GOV.BR;;e472505a@educacao.sp.gov.br;12
SUL 3;30;GRAJAU;1;08;35902287;IRMA CHARLITA;Irma Charlita;R ADELIA DA SILVA MENDES;700;;PARQUE COCAIA;04850;020;04850-020;4587;04850020;011;55280951;+55 11 5528-0951;55281897;+55 11 5528-1897;55281897;E902287P@EDUCACAO.SP.GOV.BR;+55 11 5528-1897;e902287p@educacao.sp.gov.br;09
SUL 3;30;GRAJAU;1;08;35904594;WASHINGTON ALVES NATEL;Washington Alves Natel;RUA MINISTRO MARIO DAVID ANDREAZZA;50;;PARQUE RESIDENCIAL COCAIA;04849;080;04849-080;;;011;55281854;+55 11 5528-1854;55280146;+55 11 5528-0146;55280146;E904594P@EDUCACAO.SP.GOV.BR;+55 11 5528-0146;e904594p@educacao.sp.gov.br;12
SUL 3;30;GRAJAU;1;08;35909208;NAIR TOLEDO DAMIAO PROFESSORA;Nair Toledo Damiao Professora;R JEQUIRITUBA;2114;;PARQUE AMERICA;04822;000;04822-000;;;011;59289479;+55 11 5928-9479;59280263;+55 11 5928-0263;59289479;E909208A@EDUCACAO.SP.GOV.BR;+55 11 5928-9479;e909208a@educacao.sp.gov.br;01
